case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
75,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.741,726,83,72,809,1,
75,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.061,726,36,25,762,1,
76,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.944,804,39,28,843,1,
76,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.203,804,67,56,871,1,
76,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.726,804,34,23,838,1,
77,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.56,811,29,18,840,1,
77,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.389,811,34,23,845,1,
77,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.741,811,28,17,839,1,
78,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.485,792,60,49,852,1,
78,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.298,792,74,63,866,1,
78,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.751,792,31,20,823,1,
79,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.517,659,63,52,722,1,
79,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.769,659,44,33,703,1,
79,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.184,659,71,60,730,1,
80,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,8.77,701,144,133,845,1,
80,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.049,701,91,80,792,1,
80,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.645,701,5,0,706,1,
81,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,5.145,699,61,50,760,1,
81,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.827,699,52,41,751,1,
81,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.084,699,31,20,730,1,
82,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.439,705,58,47,763,1,
82,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.194,705,77,66,782,1,
82,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,5.024,705,111,100,816,1,
83,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.881,574,33,22,607,1,
83,gpt-5.6,S5,C,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.926,574,29,18,603,1,
83,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.176,574,23,12,597,1,
84,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.931,670,54,43,724,1,
84,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.224,670,53,42,723,1,
84,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.76,670,65,54,735,1,
85,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.9,758,83,72,841,1,
85,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.947,758,64,53,822,1,
85,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.257,758,50,39,808,1,
86,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.983,866,5,0,871,1,
86,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.339,866,5,0,871,1,
86,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.184,866,5,0,871,1,
87,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.123,791,5,0,796,1,
87,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.058,791,82,71,873,1,
87,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.953,791,28,17,819,1,
88,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.572,703,67,56,770,1,
88,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.407,703,115,104,818,1,
88,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.285,703,104,93,807,1,
89,gpt-5.6,S4,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.848,722,101,90,823,1,
89,gpt-5.6,S5,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.905,722,78,67,800,1,
89,gpt-5.6,S6,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.694,722,83,72,805,1,
90,gpt-5.6,S4,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.447,522,81,70,603,1,
90,gpt-5.6,S5,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,4.097,522,152,141,674,1,
90,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.021,522,29,18,551,1,
91,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.269,782,52,41,834,1,
91,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.903,782,78,67,860,1,
91,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.59,782,38,27,820,1,
92,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.12,758,50,39,808,1,
92,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.62,758,32,21,790,1,
92,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.845,758,5,0,763,1,
93,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.37,748,5,0,753,1,
93,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.324,748,5,0,753,1,
93,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.559,748,5,0,753,1,
94,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.374,669,5,0,674,1,
94,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.509,669,45,34,714,1,
94,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.011,669,52,41,721,1,
95,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.927,835,61,50,896,1,
95,gpt-5.6,S5,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.518,835,5,0,840,1,
95,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.685,835,47,36,882,1,
96,gpt-5.6,S4,C,D,False,gpt-5.6,gpt-5.6-sol-2026-07-09,D,3.3,744,107,96,851,1,
96,gpt-5.6,S5,C,D,False,gpt-5.6,gpt-5.6-sol-2026-07-09,D,2.518,744,71,60,815,1,
96,gpt-5.6,S6,C,D,False,gpt-5.6,gpt-5.6-sol-2026-07-09,D,2.722,744,81,70,825,1,
97,gpt-5.6,S4,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.547,799,152,141,951,1,
97,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.76,799,94,83,893,1,
97,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.473,799,35,24,834,1,
98,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.946,570,43,32,613,1,
98,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.214,570,113,102,683,1,
98,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.383,570,43,32,613,1,
99,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,4.619,671,215,204,886,1,
99,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,5.641,671,227,216,898,1,
99,gpt-5.6,S6,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.797,671,83,72,754,1,
100,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.946,702,104,93,806,1,
100,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.292,702,102,91,804,1,
100,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.042,702,51,40,753,1,
101,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.54,728,117,106,845,1,
101,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.409,728,47,36,775,1,
101,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.365,728,72,61,800,1,
102,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,5.279,698,205,194,903,1,
102,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.077,698,39,28,737,1,
102,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.229,698,35,24,733,1,
103,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.817,628,100,89,728,1,
103,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.643,628,56,45,684,1,
103,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.542,628,50,39,678,1,
104,gpt-5.6,S4,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.218,769,69,58,838,1,
104,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.144,769,92,81,861,1,
104,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.466,769,61,50,830,1,
105,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.831,709,67,56,776,1,
105,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.092,709,34,23,743,1,
105,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.287,709,39,28,748,1,
106,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.114,756,47,36,803,1,
106,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.558,756,56,45,812,1,
106,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.184,756,67,56,823,1,
107,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.614,653,41,30,694,1,
107,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.458,653,5,0,658,1,
107,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.517,653,28,17,681,1,
108,gpt-5.6,S4,B,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.711,723,86,75,809,1,
108,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.611,723,94,83,817,1,
108,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.84,723,166,155,889,1,
109,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,4.328,668,175,164,843,1,
109,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.799,668,5,0,673,1,
109,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.936,668,70,59,738,1,
110,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.445,695,63,52,758,1,
110,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.34,695,50,39,745,1,
110,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.028,695,38,27,733,1,
111,gpt-5.6,S4,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.738,781,82,71,863,1,
111,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.093,781,38,27,819,1,
111,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.469,781,40,29,821,1,
112,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.533,553,40,29,593,1,
112,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.637,553,47,36,600,1,
112,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.946,553,71,60,624,1,
113,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.141,643,54,43,697,1,
113,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.223,643,47,36,690,1,
113,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.953,643,89,78,732,1,
114,gpt-5.6,S4,B,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.323,791,115,104,906,1,
114,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.51,791,82,71,873,1,
114,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.851,791,72,61,863,1,
115,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.695,636,46,35,682,1,
115,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.794,636,41,30,677,1,
115,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.953,636,37,26,673,1,
116,gpt-5.6,S4,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.733,829,70,59,899,1,
116,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.738,829,77,66,906,1,
116,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.632,829,58,47,887,1,
117,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.776,535,72,61,607,1,
117,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.154,535,68,57,603,1,
117,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.845,535,69,58,604,1,
118,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.825,768,46,35,814,1,
118,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.7,768,45,34,813,1,
118,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.987,768,54,43,822,1,
119,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.543,740,81,70,821,1,
119,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.327,740,63,52,803,1,
119,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.476,740,60,49,800,1,
120,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.249,569,49,38,618,1,
120,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.649,569,33,22,602,1,
120,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.628,569,31,20,600,1,
121,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.904,721,82,71,803,1,
121,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,8.28,721,380,369,1101,1,
121,gpt-5.6,S6,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.669,721,144,133,865,1,
122,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,10.109,831,87,76,918,1,
122,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.875,831,40,29,871,1,
122,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.542,831,5,0,836,1,
123,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.857,660,97,86,757,1,
123,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.161,660,110,99,770,1,
123,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.234,660,34,23,694,1,
124,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.946,685,140,129,825,1,
124,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.78,685,130,119,815,1,
124,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,18.344,685,77,66,762,1,
125,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.645,694,32,21,726,1,
125,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.252,694,40,29,734,1,
125,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.132,694,30,19,724,1,
126,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.799,700,72,61,772,1,
126,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,18.568,700,77,66,777,1,
126,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.278,700,34,23,734,1,
127,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,17.452,775,53,42,828,1,
127,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.099,775,58,47,833,1,
127,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,4.346,775,137,126,912,1,
128,gpt-5.6,S4,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.968,700,145,134,845,1,
128,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,4.853,700,167,156,867,1,
128,gpt-5.6,S6,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.955,700,83,72,783,1,
129,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.344,736,120,109,856,1,
129,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,10.281,736,139,128,875,1,
129,gpt-5.6,S6,B,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.447,736,101,90,837,1,
130,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.335,622,63,52,685,1,
130,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.801,622,37,26,659,1,
130,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.885,622,41,30,663,1,
131,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.315,727,85,74,812,1,
131,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.016,727,30,19,757,1,
131,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.725,727,61,50,788,1,
132,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.425,632,91,80,723,1,
132,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.307,632,75,64,707,1,
132,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.118,632,43,32,675,1,
133,gpt-5.6,S4,C,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,5.728,641,223,212,864,1,
133,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.705,641,5,0,646,1,
133,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.263,641,5,0,646,1,
134,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.347,626,61,50,687,1,
134,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.391,626,69,58,695,1,
134,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.986,626,75,64,701,1,
135,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.898,792,74,63,866,1,
135,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.468,792,32,21,824,1,
135,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.293,792,48,37,840,1,
136,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.667,535,50,39,585,1,
136,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.269,535,47,36,582,1,
136,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.451,535,54,43,589,1,
137,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.984,748,38,27,786,1,
137,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.579,748,39,28,787,1,
137,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.869,748,34,23,782,1,
138,gpt-5.6,S4,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.369,839,63,52,902,1,
138,gpt-5.6,S5,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.168,839,70,59,909,1,
138,gpt-5.6,S6,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.997,839,52,41,891,1,
139,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.527,776,5,0,781,1,
139,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.072,776,23,12,799,1,
139,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.85,776,5,0,781,1,
140,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.125,636,49,38,685,1,
140,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,4.191,636,130,119,766,1,
140,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,5.092,636,191,180,827,1,
141,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.869,611,75,64,686,1,
141,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.467,611,5,0,616,1,
141,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.317,611,5,0,616,1,
142,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.465,616,30,19,646,1,
142,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.978,616,23,12,639,1,
142,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.773,616,5,0,621,1,
143,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.191,718,39,28,757,1,
143,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.363,718,39,28,757,1,
143,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.494,718,50,39,768,1,
144,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.402,772,56,45,828,1,
144,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.086,772,49,38,821,1,
144,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.669,772,50,39,822,1,
145,gpt-5.6,S4,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,4.229,646,169,158,815,1,
145,gpt-5.6,S5,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.35,646,55,44,701,1,
145,gpt-5.6,S6,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.524,646,38,27,684,1,
146,gpt-5.6,S4,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.068,701,46,35,747,1,
146,gpt-5.6,S5,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.024,701,41,30,742,1,
146,gpt-5.6,S6,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.62,701,29,18,730,1,
147,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.055,803,38,27,841,1,
147,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.925,803,42,31,845,1,
147,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.185,803,97,86,900,1,
148,gpt-5.6,S4,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.631,603,76,65,679,1,
148,gpt-5.6,S5,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.309,603,112,101,715,1,
148,gpt-5.6,S6,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,8.312,603,245,234,848,1,
149,gpt-5.6,S4,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.676,602,5,0,607,1,
149,gpt-5.6,S5,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.422,602,38,27,640,1,
149,gpt-5.6,S6,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.893,602,37,26,639,1,
